rating,easy,medium,hard,acceptance,weekly
2578.0,118.0,102.0,116.0,65.0,18.0
2578.0,61.0,30.0,88.0,70.0,8.0
2578.0,130.0,84.0,65.0,35.0,4.0
2578.0,94.0,116.0,95.0,55.0,0.0
2578.0,74.0,51.0,212.0,25.0,17.0
2577.0,200.0,143.0,143.0,50.0,8.0
2576.0,82.0,74.0,46.0,60.0,0.0
2576.0,259.0,176.0,137.0,75.0,8.0
2574.0,112.0,123.0,94.0,85.0,0.0
2574.0,251.0,159.0,87.0,65.0,8.0
2573.0,96.0,67.0,76.0,75.0,0.0
2573.0,110.0,61.0,35.0,40.0,0.0
2572.0,108.0,111.0,157.0,35.0,0.0
2571.0,32.0,28.0,21.0,40.0,0.0
2571.0,152.0,150.0,121.0,55.0,20.0
2571.0,156.0,122.0,75.0,40.0,0.0
2570.0,123.0,130.0,218.0,35.0,4.0
2570.0,16.0,24.0,31.0,50.0,0.0
2570.0,37.0,30.0,21.0,90.0,0.0
2570.0,237.0,152.0,93.0,90.0,16.0
2570.0,75.0,83.0,210.0,50.0,0.0
2569.0,113.0,105.0,45.0,75.0,0.0
2569.0,145.0,108.0,153.0,65.0,15.0
2569.0,71.0,76.0,121.0,30.0,0.0
2568.0,71.0,69.0,229.0,40.0,0.0
2567.0,102.0,92.0,73.0,75.0,0.0
2567.0,60.0,83.0,55.0,70.0,0.0
2567.0,572.0,165.0,53.0,65.0,0.0
2566.0,35.0,29.0,51.0,30.0,0.0
2566.0,11.0,10.0,59.0,30.0,0.0
2566.0,137.0,106.0,82.0,65.0,0.0
2566.0,33.0,40.0,235.0,55.0,0.0
2565.0,157.0,112.0,153.0,60.0,0.0
2564.0,30.0,24.0,22.0,30.0,0.0
2564.0,137.0,88.0,59.0,90.0,0.0
2564.0,85.0,77.0,78.0,60.0,0.0
2563.0,53.0,38.0,70.0,15.0,0.0
2563.0,71.0,92.0,149.0,90.0,2.0
2563.0,139.0,139.0,77.0,60.0,0.0
2563.0,172.0,135.0,99.0,85.0,1.0
2563.0,47.0,40.0,25.0,45.0,0.0
2562.0,59.0,62.0,82.0,10.0,0.0
2561.0,62.0,115.0,68.0,30.0,0.0
2561.0,264.0,168.0,103.0,45.0,7.0
2561.0,39.0,64.0,83.0,85.0,0.0
2560.0,138.0,118.0,129.0,10.0,2.0
2560.0,43.0,34.0,31.0,30.0,0.0
2559.0,51.0,61.0,279.0,60.0,8.0
2559.0,89.0,72.0,172.0,60.0,0.0
2558.0,124.0,123.0,162.0,45.0,12.0
2558.0,121.0,141.0,154.0,40.0,19.0
2558.0,51.0,52.0,32.0,70.0,0.0
2556.0,62.0,56.0,45.0,15.0,0.0
2556.0,113.0,95.0,61.0,35.0,0.0
2556.0,68.0,63.0,171.0,50.0,0.0
2556.0,16.0,15.0,26.0,80.0,0.0
2555.0,49.0,94.0,170.0,60.0,0.0
2555.0,91.0,208.0,321.0,70.0,0.0
2554.0,86.0,73.0,93.0,75.0,0.0
2554.0,78.0,82.0,185.0,50.0,0.0
2554.0,91.0,112.0,222.0,25.0,44.0
2553.0,45.0,45.0,282.0,30.0,0.0
2551.0,99.0,99.0,75.0,30.0,0.0
2550.0,93.0,68.0,93.0,65.0,0.0
2550.0,149.0,180.0,97.0,50.0,0.0
2550.0,75.0,148.0,257.0,15.0,0.0
2549.0,62.0,54.0,45.0,40.0,0.0
2548.0,152.0,184.0,159.0,25.0,5.0
2547.0,52.0,37.0,16.0,75.0,0.0
2545.0,104.0,79.0,53.0,30.0,0.0
2545.0,184.0,132.0,199.0,50.0,0.0
2545.0,219.0,133.0,112.0,50.0,0.0
2544.0,235.0,192.0,170.0,95.0,7.0
2544.0,42.0,31.0,217.0,70.0,7.0
2543.0,17.0,12.0,47.0,50.0,1.0
2541.0,87.0,83.0,179.0,65.0,2.0
2540.0,164.0,154.0,95.0,60.0,0.0
2540.0,71.0,68.0,88.0,60.0,0.0
2539.0,71.0,59.0,286.0,45.0,0.0
2539.0,280.0,195.0,156.0,95.0,4.0
2539.0,88.0,124.0,73.0,55.0,0.0
2538.0,60.0,80.0,185.0,70.0,0.0
2537.0,94.0,52.0,93.0,40.0,0.0
2537.0,88.0,76.0,68.0,50.0,0.0
2536.0,242.0,184.0,105.0,40.0,0.0
2535.0,113.0,105.0,258.0,75.0,0.0
2535.0,85.0,73.0,138.0,60.0,0.0
2535.0,89.0,71.0,36.0,60.0,0.0
2535.0,149.0,100.0,183.0,40.0,0.0
2535.0,23.0,44.0,152.0,55.0,0.0
2534.0,131.0,67.0,23.0,40.0,0.0
2534.0,67.0,70.0,191.0,60.0,3.0
2533.0,14.0,17.0,22.0,30.0,0.0
2533.0,12.0,13.0,15.0,65.0,0.0
2533.0,121.0,158.0,300.0,80.0,9.0
2533.0,105.0,56.0,30.0,60.0,0.0
2532.0,65.0,54.0,54.0,45.0,8.0
2532.0,64.0,73.0,221.0,40.0,2.0
2532.0,237.0,121.0,151.0,70.0,0.0
2531.0,435.0,80.0,77.0,80.0,0.0
2531.0,43.0,87.0,262.0,30.0,0.0
2531.0,26.0,52.0,127.0,50.0,2.0
2531.0,28.0,33.0,51.0,60.0,0.0
2531.0,21.0,16.0,124.0,15.0,1.0
2531.0,25.0,60.0,190.0,50.0,0.0
2531.0,87.0,96.0,135.0,40.0,0.0
2530.0,64.0,67.0,96.0,50.0,0.0
2530.0,15.0,24.0,53.0,45.0,0.0
2528.0,84.0,49.0,10.0,50.0,0.0
2527.0,42.0,39.0,74.0,20.0,0.0
2527.0,142.0,108.0,139.0,15.0,0.0
2527.0,73.0,72.0,52.0,60.0,0.0
2527.0,121.0,87.0,80.0,10.0,10.0
2526.0,306.0,171.0,101.0,95.0,0.0
2525.0,12.0,15.0,10.0,50.0,0.0
2525.0,55.0,72.0,155.0,60.0,0.0
2525.0,72.0,119.0,153.0,60.0,0.0
2525.0,144.0,112.0,99.0,35.0,11.0
2525.0,106.0,101.0,102.0,45.0,0.0
2523.0,39.0,20.0,8.0,70.0,0.0
2523.0,99.0,85.0,90.0,55.0,0.0
2523.0,55.0,49.0,31.0,60.0,0.0
2523.0,43.0,84.0,69.0,35.0,0.0
2523.0,56.0,53.0,25.0,70.0,0.0
2522.0,61.0,67.0,108.0,70.0,5.0
2521.0,79.0,36.0,20.0,65.0,0.0
2521.0,48.0,55.0,80.0,50.0,2.0
2521.0,36.0,53.0,35.0,40.0,0.0
2521.0,122.0,105.0,110.0,45.0,1.0
2521.0,59.0,83.0,118.0,55.0,7.0
2520.0,148.0,104.0,28.0,50.0,3.0
2519.0,286.0,168.0,106.0,75.0,0.0
2518.0,61.0,56.0,53.0,90.0,0.0
2517.0,167.0,128.0,108.0,80.0,1.0
2517.0,113.0,120.0,165.0,70.0,5.0
2516.0,181.0,124.0,87.0,45.0,0.0
2516.0,91.0,100.0,199.0,45.0,0.0
2515.0,77.0,87.0,80.0,55.0,7.0
2515.0,80.0,89.0,118.0,70.0,0.0
2515.0,114.0,150.0,101.0,35.0,0.0
2514.0,106.0,124.0,80.0,70.0,0.0
2513.0,170.0,131.0,142.0,90.0,0.0
2513.0,95.0,93.0,141.0,40.0,0.0
2513.0,189.0,133.0,177.0,65.0,0.0
2512.0,58.0,65.0,99.0,10.0,16.0
2512.0,127.0,227.0,154.0,60.0,0.0
2511.0,68.0,104.0,94.0,75.0,3.0
2510.0,156.0,138.0,87.0,50.0,0.0
2509.0,15.0,24.0,28.0,55.0,0.0
2508.0,61.0,70.0,184.0,45.0,0.0
2508.0,29.0,26.0,29.0,40.0,0.0
2508.0,39.0,43.0,232.0,40.0,0.0
2508.0,14.0,71.0,272.0,75.0,0.0
2508.0,104.0,111.0,153.0,40.0,4.0
2507.0,59.0,60.0,59.0,50.0,0.0
2507.0,84.0,105.0,185.0,85.0,13.0
2507.0,153.0,188.0,108.0,45.0,0.0
2506.0,144.0,100.0,101.0,75.0,0.0
2506.0,66.0,74.0,205.0,60.0,0.0
2506.0,42.0,79.0,77.0,70.0,0.0
2505.0,29.0,41.0,67.0,65.0,0.0
2505.0,73.0,57.0,9.0,30.0,0.0
2505.0,101.0,81.0,45.0,70.0,0.0
2505.0,176.0,168.0,50.0,75.0,0.0
2504.0,91.0,70.0,196.0,55.0,0.0
2503.0,155.0,142.0,110.0,50.0,0.0
2503.0,51.0,32.0,140.0,60.0,0.0
2502.0,183.0,152.0,115.0,45.0,0.0
2502.0,46.0,114.0,87.0,45.0,0.0
2501.0,188.0,116.0,63.0,65.0,0.0
2501.0,204.0,187.0,163.0,55.0,0.0
2500.0,156.0,126.0,130.0,75.0,0.0
2500.0,84.0,63.0,56.0,25.0,0.0
2500.0,96.0,104.0,149.0,35.0,2.0
2499.0,82.0,107.0,238.0,55.0,2.0
2499.0,164.0,142.0,163.0,75.0,0.0
2499.0,100.0,93.0,105.0,65.0,1.0
2499.0,105.0,74.0,71.0,40.0,5.0
2499.0,275.0,134.0,60.0,50.0,3.0
2499.0,85.0,125.0,210.0,60.0,5.0
2498.0,144.0,89.0,42.0,25.0,10.0
2498.0,71.0,84.0,178.0,55.0,3.0
2497.0,64.0,65.0,31.0,60.0,0.0
2497.0,168.0,124.0,141.0,55.0,0.0
2496.0,29.0,68.0,60.0,40.0,0.0
2496.0,64.0,79.0,274.0,45.0,0.0
2495.0,137.0,125.0,172.0,40.0,1.0
2494.0,60.0,54.0,28.0,30.0,0.0
2494.0,154.0,188.0,160.0,40.0,0.0
2493.0,106.0,136.0,158.0,45.0,0.0
2493.0,15.0,9.0,7.0,25.0,0.0
2493.0,93.0,94.0,93.0,85.0,0.0
2493.0,583.0,369.0,43.0,100.0,21.0
2492.0,64.0,92.0,79.0,50.0,3.0
2492.0,22.0,17.0,14.0,15.0,0.0
2492.0,32.0,32.0,37.0,55.0,0.0
2491.0,196.0,156.0,117.0,55.0,0.0
2490.0,151.0,100.0,111.0,55.0,8.0
2489.0,104.0,124.0,159.0,70.0,0.0
2489.0,169.0,155.0,138.0,70.0,0.0
2489.0,34.0,23.0,13.0,50.0,0.0
2489.0,64.0,74.0,203.0,35.0,0.0
2488.0,259.0,168.0,113.0,55.0,0.0
2488.0,40.0,24.0,12.0,25.0,0.0
2488.0,46.0,43.0,48.0,25.0,0.0
2487.0,150.0,112.0,68.0,80.0,11.0
2487.0,69.0,53.0,77.0,30.0,0.0
2487.0,51.0,37.0,37.0,65.0,1.0
2487.0,90.0,71.0,77.0,35.0,0.0
2487.0,292.0,191.0,51.0,65.0,0.0
2486.0,22.0,17.0,11.0,25.0,25.0
2486.0,19.0,17.0,24.0,35.0,0.0
2485.0,99.0,176.0,160.0,55.0,0.0
2485.0,73.0,64.0,84.0,65.0,0.0
2485.0,50.0,54.0,52.0,45.0,0.0
2484.0,122.0,107.0,79.0,60.0,0.0
2484.0,107.0,92.0,48.0,70.0,5.0
2484.0,27.0,36.0,41.0,30.0,0.0
2483.0,122.0,104.0,124.0,70.0,0.0
2483.0,49.0,53.0,62.0,20.0,0.0
2482.0,95.0,131.0,130.0,55.0,7.0
2482.0,121.0,204.0,177.0,50.0,0.0
2482.0,181.0,147.0,147.0,65.0,11.0
2481.0,71.0,84.0,60.0,65.0,0.0
2481.0,55.0,94.0,122.0,45.0,0.0
2481.0,101.0,77.0,66.0,25.0,0.0
2481.0,220.0,240.0,144.0,80.0,0.0
2480.0,200.0,217.0,6.0,75.0,21.0
2480.0,43.0,68.0,45.0,50.0,0.0
2480.0,83.0,83.0,291.0,50.0,5.0
2479.0,77.0,105.0,33.0,45.0,0.0
2479.0,68.0,98.0,113.0,55.0,3.0
2478.0,15.0,19.0,20.0,40.0,0.0
2478.0,56.0,44.0,27.0,35.0,0.0
2478.0,107.0,126.0,101.0,45.0,0.0
2477.0,100.0,87.0,114.0,60.0,7.0
2477.0,16.0,23.0,46.0,80.0,0.0
2477.0,51.0,82.0,68.0,20.0,0.0
2477.0,62.0,57.0,18.0,55.0,0.0
2477.0,59.0,56.0,43.0,50.0,0.0
2476.0,71.0,84.0,145.0,50.0,0.0
2476.0,37.0,66.0,28.0,25.0,0.0
2475.0,85.0,151.0,123.0,75.0,13.0
2475.0,11.0,13.0,10.0,30.0,4.0
2475.0,98.0,173.0,140.0,60.0,0.0
2475.0,58.0,41.0,37.0,50.0,2.0
2474.0,179.0,181.0,101.0,50.0,4.0
2474.0,135.0,113.0,59.0,70.0,18.0
2474.0,52.0,78.0,126.0,20.0,0.0
2474.0,63.0,93.0,130.0,60.0,0.0
2474.0,94.0,121.0,144.0,0.0,0.0
2473.0,161.0,436.0,81.0,80.0,15.0
2473.0,86.0,72.0,47.0,10.0,7.0
2472.0,51.0,74.0,42.0,40.0,0.0
2472.0,80.0,77.0,60.0,65.0,0.0
2472.0,50.0,65.0,42.0,35.0,0.0
2471.0,67.0,69.0,213.0,15.0,0.0
2471.0,238.0,141.0,146.0,80.0,0.0
2471.0,23.0,38.0,24.0,35.0,0.0
2471.0,95.0,82.0,93.0,30.0,10.0
2471.0,41.0,24.0,64.0,60.0,0.0
2470.0,51.0,69.0,232.0,50.0,0.0
2470.0,171.0,114.0,120.0,55.0,0.0
2470.0,35.0,59.0,89.0,65.0,0.0
2469.0,39.0,42.0,336.0,60.0,6.0
2469.0,180.0,175.0,127.0,70.0,0.0
2469.0,269.0,174.0,105.0,90.0,2.0
2469.0,67.0,104.0,204.0,65.0,0.0
2469.0,19.0,12.0,9.0,80.0,0.0
2469.0,183.0,120.0,62.0,55.0,0.0
2469.0,120.0,117.0,125.0,75.0,13.0
2469.0,16.0,14.0,13.0,20.0,0.0
2469.0,54.0,25.0,7.0,35.0,0.0
2468.0,104.0,67.0,7.0,90.0,0.0
2468.0,172.0,105.0,40.0,50.0,2.0
2467.0,42.0,36.0,183.0,5.0,0.0
2467.0,85.0,80.0,190.0,60.0,0.0
2466.0,78.0,65.0,29.0,35.0,0.0
2466.0,34.0,65.0,38.0,65.0,0.0
2466.0,51.0,72.0,39.0,50.0,0.0
2464.0,74.0,55.0,29.0,40.0,0.0
2464.0,58.0,85.0,59.0,85.0,0.0
2464.0,158.0,122.0,136.0,45.0,22.0
2464.0,212.0,197.0,105.0,70.0,0.0
2464.0,149.0,114.0,93.0,45.0,4.0
2464.0,84.0,81.0,71.0,55.0,2.0
2464.0,73.0,78.0,189.0,20.0,4.0
2464.0,121.0,144.0,167.0,70.0,0.0
2463.0,28.0,52.0,146.0,45.0,3.0
2463.0,61.0,47.0,63.0,75.0,0.0
2463.0,112.0,114.0,194.0,50.0,1.0
2462.0,30.0,34.0,170.0,75.0,0.0
2462.0,61.0,70.0,48.0,40.0,0.0
2461.0,66.0,64.0,55.0,70.0,1.0
2461.0,114.0,83.0,57.0,50.0,0.0
2461.0,93.0,87.0,64.0,55.0,0.0
2461.0,107.0,109.0,109.0,45.0,0.0
2460.0,75.0,51.0,17.0,60.0,0.0
2460.0,17.0,18.0,25.0,50.0,0.0
2460.0,58.0,53.0,78.0,55.0,0.0
2459.0,31.0,69.0,91.0,40.0,0.0
2459.0,293.0,188.0,101.0,55.0,3.0
2459.0,77.0,65.0,65.0,15.0,0.0
2458.0,34.0,45.0,198.0,50.0,0.0
2458.0,27.0,18.0,14.0,70.0,0.0
2457.0,16.0,11.0,6.0,30.0,0.0
2457.0,105.0,81.0,97.0,80.0,0.0
2456.0,81.0,60.0,36.0,80.0,0.0
2456.0,65.0,56.0,21.0,100.0,0.0
2456.0,42.0,42.0,61.0,45.0,11.0
2455.0,182.0,158.0,181.0,60.0,0.0
2455.0,115.0,155.0,131.0,50.0,0.0
2454.0,198.0,177.0,97.0,15.0,1.0
2454.0,41.0,28.0,34.0,70.0,0.0
2454.0,268.0,123.0,62.0,35.0,0.0
2454.0,124.0,155.0,82.0,65.0,0.0
2453.0,185.0,135.0,144.0,45.0,1.0
2453.0,193.0,156.0,223.0,45.0,3.0
2453.0,139.0,122.0,103.0,70.0,0.0
2453.0,15.0,14.0,14.0,65.0,0.0
2453.0,79.0,49.0,86.0,60.0,0.0
2453.0,24.0,35.0,108.0,40.0,0.0
2452.0,42.0,51.0,248.0,30.0,0.0
2452.0,116.0,83.0,24.0,45.0,4.0
2452.0,73.0,64.0,56.0,65.0,0.0
2451.0,32.0,44.0,27.0,25.0,0.0
2451.0,94.0,81.0,142.0,80.0,0.0
2451.0,97.0,134.0,127.0,65.0,0.0
2451.0,58.0,65.0,85.0,75.0,0.0
2451.0,81.0,74.0,76.0,70.0,0.0
2451.0,74.0,50.0,44.0,55.0,0.0
2450.0,163.0,104.0,85.0,30.0,0.0
2450.0,116.0,114.0,159.0,45.0,0.0
2450.0,127.0,103.0,114.0,70.0,9.0
2449.0,90.0,103.0,129.0,55.0,0.0
2449.0,64.0,84.0,276.0,65.0,0.0
2449.0,109.0,158.0,164.0,65.0,0.0
2449.0,60.0,104.0,160.0,40.0,2.0
2448.0,37.0,27.0,104.0,50.0,0.0
2448.0,150.0,127.0,110.0,40.0,9.0
2448.0,291.0,151.0,51.0,60.0,0.0
2448.0,99.0,213.0,107.0,80.0,0.0
2448.0,218.0,155.0,162.0,60.0,0.0
2447.0,70.0,54.0,108.0,70.0,5.0
2447.0,60.0,69.0,68.0,30.0,0.0
2447.0,6.0,9.0,213.0,20.0,8.0
2447.0,130.0,113.0,119.0,45.0,0.0
2446.0,153.0,186.0,96.0,55.0,0.0
2446.0,49.0,84.0,197.0,50.0,7.0
2446.0,34.0,46.0,51.0,0.0,0.0
2446.0,72.0,118.0,94.0,35.0,0.0
2445.0,80.0,110.0,82.0,45.0,0.0
2445.0,74.0,60.0,64.0,55.0,5.0
2445.0,45.0,31.0,35.0,35.0,0.0
2445.0,147.0,125.0,41.0,50.0,0.0
2445.0,129.0,163.0,215.0,40.0,2.0
2445.0,68.0,61.0,251.0,75.0,0.0
2445.0,196.0,143.0,174.0,45.0,16.0
2444.0,118.0,125.0,61.0,75.0,0.0
2444.0,14.0,37.0,21.0,35.0,0.0
2444.0,67.0,66.0,111.0,50.0,0.0
2444.0,84.0,75.0,97.0,45.0,0.0
2444.0,78.0,43.0,24.0,60.0,0.0
2443.0,245.0,142.0,53.0,45.0,0.0
2443.0,237.0,186.0,179.0,30.0,10.0
2443.0,152.0,98.0,222.0,35.0,0.0
2443.0,147.0,115.0,57.0,45.0,0.0
2443.0,18.0,15.0,14.0,25.0,0.0
2443.0,60.0,49.0,270.0,65.0,11.0
2442.0,52.0,76.0,116.0,50.0,0.0
2441.0,29.0,117.0,162.0,65.0,0.0
2441.0,146.0,88.0,89.0,65.0,0.0
2441.0,121.0,69.0,53.0,50.0,2.0
2441.0,134.0,98.0,141.0,50.0,6.0
2440.0,100.0,90.0,178.0,60.0,2.0
2440.0,17.0,74.0,233.0,40.0,0.0
2440.0,102.0,168.0,86.0,20.0,0.0
2440.0,54.0,56.0,23.0,35.0,0.0
2440.0,202.0,139.0,61.0,50.0,0.0
2440.0,98.0,71.0,73.0,65.0,5.0
2440.0,91.0,88.0,247.0,55.0,1.0
2440.0,15.0,31.0,48.0,5.0,0.0
2440.0,145.0,114.0,157.0,25.0,3.0
2440.0,79.0,92.0,86.0,25.0,0.0
2440.0,188.0,112.0,41.0,70.0,0.0
2439.0,19.0,14.0,10.0,10.0,0.0
2438.0,126.0,117.0,45.0,65.0,0.0
2438.0,56.0,88.0,248.0,35.0,0.0
2438.0,58.0,75.0,57.0,10.0,0.0
2438.0,92.0,83.0,147.0,20.0,0.0
2438.0,34.0,22.0,21.0,55.0,1.0
2438.0,36.0,62.0,132.0,70.0,0.0
2438.0,32.0,63.0,192.0,70.0,3.0
2438.0,112.0,143.0,95.0,65.0,0.0
2437.0,119.0,97.0,109.0,55.0,0.0
2437.0,68.0,119.0,107.0,35.0,0.0
2437.0,101.0,133.0,180.0,35.0,0.0
2437.0,23.0,25.0,20.0,40.0,0.0
2436.0,23.0,33.0,150.0,35.0,0.0
2436.0,232.0,194.0,91.0,70.0,3.0
2436.0,46.0,59.0,65.0,50.0,0.0
2435.0,67.0,106.0,160.0,45.0,0.0
2435.0,53.0,93.0,313.0,25.0,0.0
2435.0,61.0,41.0,21.0,80.0,0.0
2435.0,57.0,48.0,17.0,30.0,0.0
2435.0,64.0,147.0,106.0,35.0,0.0
2435.0,150.0,145.0,128.0,15.0,22.0
2434.0,52.0,75.0,107.0,25.0,8.0
2434.0,241.0,223.0,110.0,65.0,0.0
2434.0,100.0,56.0,17.0,65.0,0.0
2434.0,40.0,64.0,328.0,75.0,0.0
2434.0,172.0,117.0,67.0,45.0,2.0
2434.0,69.0,101.0,121.0,50.0,0.0
2433.0,21.0,53.0,131.0,45.0,0.0
2433.0,0.0,0.0,0.0,0.0,0.0
2433.0,131.0,110.0,113.0,50.0,0.0
2433.0,117.0,103.0,201.0,75.0,0.0
2432.0,52.0,30.0,17.0,30.0,0.0
2432.0,43.0,39.0,114.0,50.0,0.0
2432.0,119.0,154.0,69.0,65.0,0.0
2432.0,51.0,23.0,7.0,50.0,0.0
2432.0,67.0,66.0,203.0,60.0,0.0
2431.0,108.0,75.0,73.0,50.0,0.0
2431.0,76.0,69.0,120.0,35.0,0.0
2431.0,91.0,74.0,64.0,40.0,1.0
2431.0,213.0,167.0,60.0,80.0,0.0
2431.0,219.0,201.0,109.0,80.0,0.0
2431.0,68.0,64.0,243.0,20.0,8.0
2431.0,40.0,70.0,69.0,40.0,0.0
2430.0,8.0,29.0,74.0,30.0,0.0
2430.0,160.0,124.0,147.0,45.0,3.0
2430.0,200.0,135.0,150.0,60.0,7.0
2430.0,79.0,98.0,176.0,40.0,0.0
2430.0,155.0,184.0,152.0,65.0,0.0
2430.0,73.0,85.0,61.0,70.0,0.0
2430.0,255.0,180.0,133.0,70.0,36.0
2429.0,40.0,110.0,208.0,50.0,2.0
2429.0,146.0,93.0,57.0,60.0,0.0
2429.0,32.0,69.0,212.0,65.0,1.0
2429.0,206.0,152.0,85.0,70.0,0.0
2429.0,29.0,40.0,388.0,25.0,4.0
2429.0,174.0,95.0,60.0,65.0,2.0
2429.0,308.0,223.0,61.0,35.0,0.0
2429.0,168.0,107.0,84.0,80.0,0.0
2428.0,494.0,343.0,54.0,75.0,0.0
2428.0,65.0,63.0,221.0,35.0,5.0
2428.0,76.0,57.0,78.0,65.0,5.0
2428.0,82.0,88.0,86.0,40.0,0.0
2428.0,31.0,94.0,91.0,50.0,0.0
2428.0,92.0,67.0,24.0,15.0,16.0
2428.0,109.0,68.0,16.0,70.0,0.0
2428.0,49.0,29.0,13.0,60.0,0.0
2427.0,101.0,207.0,110.0,30.0,0.0
2427.0,87.0,60.0,97.0,35.0,0.0
2427.0,171.0,133.0,55.0,55.0,0.0
2426.0,14.0,9.0,13.0,60.0,0.0
2426.0,187.0,127.0,70.0,45.0,0.0
2426.0,81.0,47.0,16.0,25.0,0.0
2426.0,86.0,95.0,179.0,30.0,0.0
2426.0,153.0,125.0,92.0,75.0,1.0
2426.0,94.0,175.0,132.0,40.0,0.0
2426.0,95.0,166.0,105.0,25.0,0.0
2426.0,231.0,151.0,110.0,35.0,0.0
2425.0,10.0,11.0,9.0,70.0,0.0
2425.0,344.0,230.0,59.0,25.0,13.0
2425.0,89.0,67.0,217.0,65.0,0.0
2425.0,224.0,183.0,35.0,70.0,0.0
2425.0,107.0,101.0,67.0,15.0,0.0
2425.0,180.0,150.0,84.0,50.0,0.0
2425.0,102.0,103.0,211.0,55.0,4.0
2424.0,102.0,92.0,136.0,70.0,0.0
2424.0,95.0,170.0,111.0,75.0,0.0
2424.0,64.0,82.0,69.0,55.0,0.0
2424.0,90.0,70.0,165.0,75.0,0.0
2424.0,73.0,105.0,172.0,40.0,4.0
2424.0,32.0,24.0,18.0,35.0,0.0
2424.0,68.0,54.0,161.0,25.0,0.0
2424.0,24.0,25.0,219.0,50.0,0.0
2424.0,74.0,76.0,223.0,15.0,0.0
2423.0,7.0,8.0,3.0,15.0,0.0
2423.0,39.0,28.0,11.0,65.0,0.0
2422.0,46.0,43.0,44.0,20.0,0.0
2422.0,63.0,105.0,59.0,10.0,0.0
2422.0,85.0,76.0,97.0,35.0,7.0
2422.0,128.0,90.0,18.0,40.0,0.0
2422.0,38.0,41.0,21.0,15.0,0.0
2422.0,124.0,143.0,68.0,90.0,0.0
2421.0,38.0,45.0,32.0,45.0,0.0
2421.0,130.0,106.0,56.0,25.0,0.0
2421.0,38.0,28.0,34.0,40.0,3.0
2421.0,149.0,114.0,98.0,50.0,3.0
2421.0,159.0,71.0,88.0,60.0,0.0
2421.0,71.0,113.0,54.0,25.0,0.0
2421.0,130.0,221.0,115.0,25.0,0.0
2421.0,15.0,8.0,4.0,70.0,0.0
2421.0,197.0,117.0,64.0,10.0,4.0
2421.0,32.0,20.0,22.0,65.0,0.0
2420.0,123.0,80.0,54.0,15.0,0.0
2420.0,13.0,10.0,7.0,55.0,0.0
2420.0,60.0,146.0,227.0,80.0,0.0
